raw,ror,name,country,region
"Cancer Biology and Genetics Program, Memorial Sloan-Kettering Cancer Center, New York, New York 10065",https://ror.org/02yrq0923,,United States,New York
"Department of Neurology, SSL Central Hospital of Dongguan City, Dongguan Third People's Hospital, Dongguan, 523320 Guangdong Province, China",https://ror.org/022s5gm85,,China,Guangdong
"Centro Regional de Investigaciones Biomédicas and Facultad de Medicina, Universidad de Castilla-La Mancha, 02006 Albacete, Spain",https://ror.org/05r78ng12,,Spain,Castille-La Mancha
"National Engineering and Technology Research Center for Preservation of Agricultural Products, Tianjin 300384, China",https://ror.org/00hw5pa98,,China,Hunan
"Division of Infection Medicine, Department of Clinical Sciences, Lund University, 22184 Lund, Sweden",https://ror.org/012a77v79,,Sweden,Skåne
"Water Resources Automation and Informatization Application Technology Research and Development Center of Hebei Colleges, Cangzhou, 061001 Hebei, China",https://ror.org/05k812a28,,China,Hebei
"Department of Cardiothoracic Surgery, Glenfield Hospital, Groby Road, Leicester LE3 9QP, UK",https://ror.org/048a96r61,,United Kingdom,England
"Department of Experimental and Clinical Medicine, Section of Internal Medicine, University of Florence and Istituto Toscano Tumori (ITT), Florence, Italy",https://ror.org/04jr1s763,,Italy,Tuscany
"Medical School Liaocheng University, Shandong Liaocheng 250200, China",https://ror.org/03yh0n709,,China,Shandong
"Northeastern University, Boston, MA 082715, USA",https://ror.org/02ahky613,,Mexico,Tamaulipas
"Department of Vascular Biology, Institute of Brain Science, Hirosaki University School of Medicine, Hirosaki 036-8562, Japan",https://ror.org/02syg0q74,,Japan,Aomori
"Department of Military Training, Headquarters of Navy, Beijing, China",https://ror.org/03ar0mv07,,United States,Virginia
"Department of Cardiology, People’s Hospital of Baise, Baise, 533000, People’s Republic of China",https://ror.org/03f3rne76,,China,Guangxi
"Department of Central Laboratory, Shandong Cancer Hospital, Jinan",https://ror.org/01fr19c68,,China,Shandong
Kalmyk Scientific Center RAS (Elista),https://ror.org/056wf8856,,Russia,Murmansk
"Tropical Biodiversity and Bioresource Utilization Laboratory, College of Science, Qiongtai Normal University, Haikou, 571127, Hainan, China",https://ror.org/031dhcv14,,China,Hainan
"Department of Clinical and Experimental Medicine and Vascular Surgery, Section of Pharmacology, School of Medicine, Messina, Italy",https://ror.org/036zr1b90,,Czechia,Prague
"Department of Social and Humanitarian Disciplines, Kazakh Academy of Sports and Tourism, Almaty, Kazakhstan",https://ror.org/02avqnk51,,Kazakhstan,Almaty
"Department of Pharmacy, People’s Hospital of Yuxi City, Yuxi, Yunnan Province, China",https://ror.org/05tv5ra11,,China,Yunnan
"College of Information Shanghai Ocean University Shanghai, China",https://ror.org/04n40zv07,,China,Shanghai
"Department of Earth Sciences, IIT Roorkee, Roorkee, India",https://ror.org/00582g326,,India,Uttarakhand
"Bellvitge, Barcelona, Spain",https://ror.org/04hxcbe86,,Spain,Catalonia
"Institute of Pharmaceutics, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, China",https://ror.org/04bspkv73,,China,Zhejiang
"Department of Pathology, Hassan II teaching hospital, Fez, Morocco",https://ror.org/05f8qcz72,,Morocco,Rabat-Salé-Kénitra
"Chongqing Jiaotong University, Nanan, Chongqing 400074, China",https://ror.org/01t001k65,,China,Chongqing
"Department of Internal Medicine V, Linyi Cancer Hospital, Linyi City, Shandong Province 276001, People’s Republic of China",https://ror.org/011r8ce56,,China,Shandong
"Department of Biochemistry, Faculty of Pharmacy, Misr International University, Cairo, Egypt",https://ror.org/030vg1t69,,Egypt,Cairo
"College of Civil Engineering, Zhengzhou Institute of Technology, Zhengzhou, Henan 450044, China",https://ror.org/04r3bvt56,,China,Henan
"Department of Physical Education,Shijiazhuang University, Shijiazhuang 050035, China",https://ror.org/028rmam09,,China,Hebei
"Department of Obstetrics and Gynecology, Regional Hospital of Alexandroupolis, Greece",https://ror.org/05787my06,,China,Beijing
Russian National Research Medical University. N.I. Pirogova (Moscow),https://ror.org/03bcjfh39,,Ukraine,Vinnytsia
"Department of Public Health, Weill Cornell Medical College",https://ror.org/05v5hg569,,Qatar,Baladīyat ad Dawḩah
"School of Dentistry, University of Alberta",https://ror.org/04zvdfd56,,Austria,Vienna
"Qingdao Huanghai University, Qingdao, 266427, Shandong, China",https://ror.org/05e1zbn94,,China,Shandong
"Department of Horticulture and Landscape Architecture, Graduate Degree Program in Ecology, Colorado State University, Fort Collins, CO 80523-1173, USA",https://ror.org/04smcbj26,,United States,Texas
"Tianjin Life Science Research Center and Department of Pathogen Biology, Collaborative Innovation Center of Tianjin for Medical Epigenetics, School of Basic Medical Sciences, Tianjin Medical University, No. 22 Qi-Xiang-Tai Road, Tianjin, 300070, China",https://ror.org/02mh8wx89,,China,Tianjin
"Xian Technological University, Xi'an Peoples R China",https://ror.org/01t8prc81,,China,Shaanxi
"Department of Ear, Nose and Throat, Hospital de Txagorritxu, Other",https://ror.org/02sd61b37,,Myanmar,Yangon
"College of Intelligent Systems Science and Engineering, Harbin Engineering University, Harbin 150000, China",https://ror.org/03x80pn82,,China,Heilongjiang
"Electric Power Research Institute of State Grid Hebei Electric Power Supply Co, Ltd, Shijiazhuang, Hebei 050021, China",https://ror.org/02v4yxp84,,China,Hebei
"Department of Mathematics, APS University, Rewa, Madhya Pradesh, India",https://ror.org/02j3w7f30,,India,Madhya Pradesh
"Department of Urology, First Affiliated Hospital of Jinan University, Guangzhou, Guangdong",https://ror.org/05d5vvz89,,China,Guangdong
"Division of Medical Oncology and Hematology, Princess Margaret Cancer Center and University Health Network, University of Toronto, Toronto, M5G2M9, ON, Canada",https://ror.org/03dbr7087,,Canada,Ontario
"Dept. of Sports Military, China Jiliang University, Hangzhou, Zhejiang, China",https://ror.org/05v1y0t93,,China,Zhejiang
"Department of Biology and Biotechnology, Faculty of Science, the Hashemite University, Zarqa, Jordan",https://ror.org/00wb5fq03,,Serbia,Central Serbia
"Department of Computer Sciences and Information Technology, Applied College, Princess Nourah Bint, Abdulrahman University, Riyadh, Saudi Arabia",https://ror.org/05b0cyh02,,Saudi Arabia,Riyadh Region
"School of Finance, Harbin University of Commerce, Harbin 150028, Heilongjiang, China",https://ror.org/03zsxkw25,,China,Heilongjiang
"Key Laboratory of Weed and Rodent Biology and Management, CAAS, Beijing, China State Key Laboratory of Urban Water Resource and Environment, Harbin Institute of Technology, Harbin, China",https://ror.org/05s6mpv98,,China,Heilongjiang
"Packaging Engineering Institute of Jinan University, Zhuhai, China",https://ror.org/05vtgxb02,,China,Shandong
"School of Law, Fuzhou University, Fuzhou 350108, China",https://ror.org/011xvna82,,China,Fujian
"East China Jiaotong University, School of Economics and Management, Nanchang, China",https://ror.org/05x2f1m38,,China,Jiangxi
"Department of Cardiovasology, North China University of Science and Technology Affiliated Hospital, Tangshan, Hebei 063000, P.R. China",https://ror.org/015kdfj59,,China,Hebei
"Molecular and Cellular Therapeutics and RSCI Research Institute, Royal College of Surgeons in Ireland, Dublin 2, Ireland",https://ror.org/01hxy9878,,Ireland,Leinster
"College of Biotechnology, Southwest University, No 2 Tiansheng Road, Beibei District of Chongqing, China",https://ror.org/00b4pqy74,,Poland,Lower Silesia
"Department of Endocrinology, Cangzhou Central Hospital, Cangzhou, Hebei, China",https://ror.org/016m2r485,,China,Hebei
"Department of Mechanical Engineering, K. Ramakrishnan College of Engineering, Tiruchirappalli-621112, Tamilnadu, India",https://ror.org/02fj6b627,,China,Guangxi
"Department of Otolaryngology Head and Neck Surgery, Affiliated Changsha Hospital of Hunan Normal University, The Fourth Hospital of Changsha, Changsha, Hunan, 410006, People’s Republic of China",https://ror.org/01wkath48,,China,Hunan
"School of Management, Shinawatra Unviersity, Bangkok, Thailand",https://ror.org/02sr8jt85,,Thailand,Bangkok
"Department of Ophthalmology, Changhai Hospital Affiliated to Navy Medical University, Shanghai 200433, China",https://ror.org/02bjs0p66,,China,Shanghai
"Department of Crystallography, Birkbeck College, London, England",https://ror.org/02mb95055,,United Kingdom,England
"College of International Business and Trade, Xiamen Ocean Vocational College, Fujian, China",https://ror.org/04zxtq045,,China,Fujian
"Inserm, UMR-S970, 20, rue Leblanc, 75015 Paris, France f Laboratoire d’anatomie et cytologie pathologiques, hôpital européen Georges-Pompidou, 20 rue Leblanc, 75015 Paris, France",https://ror.org/016vx5156,,France,Île-de-France
"The Affiliated XuZhou Hospital of Medical College of Southeast University, Xuzhou, Jiangsu 221009, P.R. China",https://ror.org/011xhcs96,,China,Jiangsu
"HGSV Department, Lviv Polytechnic National University, 79013 Lviv, Ukraine",https://ror.org/0542q3127,,Ukraine,Lviv
"From the Department of Neurology, Kurume University School of Medicine, Kurume, Japan",https://ror.org/057xtrt18,,Japan,Fukuoka
"Virology Division, Department of Infectious Diseases and Immunology, Faculty of Veterinary Medicine, Utrecht University, The Netherlands",https://ror.org/00cm89a33,,Serbia,Central Serbia
"Department of Botany, West Bengal StateUniversity, Barasat, India",https://ror.org/044jr0f96,,India,West Bengal
"Instituto de Investigaciones Biomédicas (BIOMED), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Pontificia Universidad Católica Argentina (UCA), Av. Alicia Moreau de Justo 1600, 3er piso (1107 AAZ), Buenos Aires, Argentina",https://ror.org/03cqe8w59,,Argentina,Buenos Aires F.D.
"Blockchain Laboratory of Agricultural Vegetables, Weifang University of Science and Technology, Weifang 262700, China",https://ror.org/04ha2bb10,,China,Shandong
"Department of Biomedical and Neuromotor Sciences, School of Dentistry, University of Bologna, 40125 Bologna, Italy",https://ror.org/01111rn36,,Italy,Emilia-Romagna
"Department of Computer Science and Engineering, Malla Reddy University, Hyderabad, 500043 Telangana, India",https://ror.org/03yyp5644,,India,Telangana
"Department of Pediatrics, Faculty of Medical Sciences, University of Fukui, Fukui, Japan",https://ror.org/00msqp585,,Japan,Fukui
"School of Media and Communication, Shangqiu Normal University, Shangqiu, 476000, Henan, China",https://ror.org/008m8sh03,,China,Henan
"1st Department of General Surgery and Department of Plastic and Reconstructive Surgery, Hellenic Anticancer Institute, “Saint Savvas” Hospital, Athens, Greece Plastic Surgeon, Rome, Italy",https://ror.org/02wa6sn09,,Japan,Tokyo
"School of Statistics, Jilin University of Finance and Economics, No. 3699, Jingyue Street, Jingyue District, Changchun, 130117, Jilin Province, China",https://ror.org/04az9eh24,,China,Jilin
"Department of Radiotherapy, Affiliated Hospital of Chifeng University, Chifeng, Neimenggu 024050, China",https://ror.org/05wr48765,,China,Inner Mongolia
"Department of Chemotherapy, Cancer Center, Qilu Hospital of Shandong University, Jinan, Shandong 250012, P.R. China",https://ror.org/056ef9489,,China,Shandong
"Division of Cardiovascular Disease, University of Alabama, Birmingham, AL, 35294, USA",https://ror.org/008s83205,,United States,Alabama
"Total Health From Inside Out Pty Ltd, Brisbane and Gold Coast, Australia",https://ror.org/04zt8gw89,,Australia,Queensland
"Department of Neurology, Inha University, School of Medicine, Incheon, Korea",https://ror.org/02xf7p935,,South Korea,Incheon
"Chemistry Department, Faculty of Arts and Sciences, Sakarya University, Esentepe Campus, Serdivan, Sakarya, Turkey",https://ror.org/04ttnw109,,Türkiye,Sakarya
"State Key Laboratory of Brain and Cognitive Science, Institute of Psychology, Chinese Academy of Sciences, Beijing, China",https://ror.org/048wy7h78,,China,Beijing
"Department of Finance, Xiamen University, China and Department of Accounting and Information, Ling Tung University, Taiwan",https://ror.org/03vcw8k58,,Taiwan,Taiwan
"Bennett University, Greater Noida, India",https://ror.org/00an5hx75,,India,Uttar Pradesh
"Center for Male Reproductive Medicine and Microsurgery, James Buchanan Brady Foundation, Department of Urology, Weill Medical College of Cornell University, New York, NY, USA",https://ror.org/02r109517,,United States,New York
"Neuroscience Institute Cavalieri Ottolenghi, Orbassano, 10043 Turin, Italy",https://ror.org/0240rwx68,,Italy,Tuscany
"HanseMerkur Center for Traditional Chinese Medicine at the Universtiy Medical Center Hamburg-Eppendorf, Hamburg, Germany",https://ror.org/01zgy1s35,,Germany,Hamburg
"Department of Radiology and Children’s Medical Research Foundation, Royal Alexandra Hospital for Children, Sydney, Australia",https://ror.org/05k0s5494,,Australia,New South Wales
"Faculty of Agriculture, Department of Agricultural Structures and Irrigation, Samsun, Turkey",https://ror.org/038wwg650,,Philippines,National Capital Region
"School of Humanity, Shanghai University of Finance and Economics, Shanghai 200433, China",https://ror.org/00wtvfq62,,China,Shanghai
"Department of Anesthesiology, Tangdu Hospital, The Fourth Military Medical University, Xi’an, China",https://ror.org/00ms48f15,,China,Shaanxi
"PRIME, Japan Agency for Medical Research and Development, Tokyo, Japan",https://ror.org/004rtk039,,Japan,Tokyo
"Centrum för Traumaforskning, Karolinska Institutet, Stockholm, Sweden",https://ror.org/04hmgwg30,,Sweden,Stockholm
"Medical Education, Ziauddin University, Karachi, PAK",https://ror.org/03vz8ns51,,Pakistan,Sindh
"Department of Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India",https://ror.org/02q9f3a53,,India,Tamil Nadu
"Department of Neurosurgery,XinHua Hospital, Shanghai JiaoTong University School of Medicine, Shanghai, China Institute of Neurosurgery, Catholic University of Rome, Rome, Italy",https://ror.org/0220qvk04,,China,Shanghai
"Beijing Bo Tsing Technology Co Ltd, Beijing 100176, China",https://ror.org/0348v8v06,,China,Beijing
"Department of Mathematics, Institution of Dwaraka Doss Goverdhan Doss Vaishnav College, Arumbakkam, Chennai, University of Madras, Chennai, India",https://ror.org/01qhf1r47,,India,Tamil Nadu
"Dept. Human Resource Management, China Women's University, Beijing, China",https://ror.org/0569s5x60,,China,Beijing
"Dept of Occupational Therapy, Pinderfields Hospital, Wakefield, UK",https://ror.org/04tbm0m52,,United Kingdom,England
"Department of Cardiology, Thoraxcentrum Twente, Medisch Spectrum Twente, Enschede, The Netherlands (C.v.B.)",https://ror.org/033xvax87,,The Netherlands,Overijssel
"Hebei Provincial Key Laboratory of Power Transmission Equipment Security Defence, North China Electric Power University, Baoding, Hebei 071003, China",https://ror.org/04qr5t414,,China,Beijing
"Department of Traumatic and Orthopaedic Surgery, University of Wales College of Medicine, Heath Park, Cardiff, CF14 4XW, UK",https://ror.org/03evaaw16,,Singapore,SG.01
"Photoelectrochemical Research Group, Key Laboratory of Advanced Functional Materials, School of Materials Science and Engineering, Beijing University of Technology, Beijing, People’s Republic of China",https://ror.org/0099j7t54,,China,Beijing
"Department of Surgical Oncology, Children's Hospital of Chongqing Medical University, National Clinical Research Center for Child Health and Disorders, Ministry of Education Key Laboratory of Child Development and Disorders",https://ror.org/03jsy7y79,,India,Delhi
"School of Management and Economics, University of Electronic Science and Technology of China, Chengdu, China",https://ror.org/04qr3zq92,,China,Sichuan
"Department of Physical Therapy, New York University, New York City, New York",https://ror.org/0190ak572,,United States,New York
"Chongqing Medical and Pharmaceutical College, Chongqing 401331, China",https://ror.org/05gvw2741,,China,Chongqing
"Department of Civil Defense and Military Training, Kokshetau Technical Institute of Ministry of Emergency Measures, Republic of Kazakhstan",https://ror.org/022syee28,,Kazakhstan,Astana
"School of Architecture, Southeast University, Nanjing, Jiangsu, China",https://ror.org/02n2tgg58,,China,Jiangsu
"Department of Gynaecology, The First Affiliated Hospital of Guangxi Medical University, Nanning, Guangxi",https://ror.org/030sc3x20,,China,Guangxi
"Scottish Haemophilus, Legionella, Meningococcus and Pneumococcus Reference and Laboratory, Glasgow, United Kingdom East Midlands Pathology, Clinical Microbiology Department, Queens Medical Centre, Nottingham University Hospitals NHS Trust, Nottingham, United Kingdom Institute of Infection, Immunity and Inflammation, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, United Kingdom Facility of Medicine and Institute of Life Sciences, University of Southampton, Southampton, United Kingdom",https://ror.org/00vtgdb53,,United Kingdom,Scotland
"Hamon Center for Therapeutic Oncology Research, University of Texas Southwestern Medical Center, Dallas, TX, USA",https://ror.org/05byvp690,,United States,Texas
"Department of Chemical and Materials Engineering, University of Alberta, Edmonton, Alta., Canada T6G 2G6",https://ror.org/03nw9hs25,,Canada,Alberta
"Faculty of Information Management, UniversitiTeknologi MARA, 13500 Bukit Mertajam, Pulau Pinang, Malaysia",https://ror.org/024g0n729,,Malaysia,Penang
"Department of Molecular Biology, Baqiyatallah University of Medical Sciences, Tehran",https://ror.org/01ysgtb61,,Iran,Tehran
"ENT Department, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania",https://ror.org/051h0cw83,,Romania,Cluj County
"The Cancer Institute, Tangshan People's Hospital, Tangshan 063001, China",https://ror.org/00xw2x114,,China,Hebei
"Department of Mathematics, Division of Science and Technology, University of Education, Lahore, Pakistan",https://ror.org/02fmg6q11,,Pakistan,Punjab
"Health Care Department, Shenzhen Longgang District Maternity and Child Health Care Hospital, Shenzhen 518172,Guangdong, China",https://ror.org/01a2gef28,,China,Jiangsu
"Shenyang University Information Science, Liaoning Shenyang, China",https://ror.org/04ddfwm68,,China,Liaoning
"Department of Pediatrics, Seoul National University Bundang Hospital, Seongnam, South Korea",https://ror.org/00cb3km46,,South Korea,Gyeonggi-do
"Stein Orthopedic Associates, Plantation, FL, USA",https://ror.org/050htcf02,,United States,Washington
"Department of Customer Service Management Office, Jinan Central Hospital, Cheeloo College of Medicine, Shandong University, Jinan, Shandong, 250000, China",https://ror.org/01fr19c68,,China,Shandong
"Chaitanya Degree and PG. College, Kakatiya University, Warangal, 506009, Telangana, India",https://ror.org/012zpbg81,,India,Telangana
"School of Art and Design, Zhengzhou University of Aeronautics, Zhengzhou, Henan 450046, China",https://ror.org/01qjyzh50,,China,Henan
"School of Computer Science, Wuhan University, Wuhan, Hubei 430072, China",https://ror.org/033vjfk17,,China,Hubei
"Network Information Center, Nanchong Vocational and Technical College, Nanchong 637000, Sichuan, China",https://ror.org/05n50qc07,,China,Sichuan
"College of Medicine, Prince Sattam Bin Abdulaziz University, Al-Kharj, SAU",https://ror.org/04jt46d36,,Saudi Arabia,Riyadh Region
"Ningxia Medical University, Ningxia 750004, China",https://ror.org/02h8a1848,,China,Ningxia
"Department of Spatial Economics, Free University, Amsterdam, Netherlands",https://ror.org/021088259,,The Netherlands,North Holland
Department of Agricultural Mechanization FCPS The University of Agriculture Peshawar Peshawar Pakistan,https://ror.org/02sp3q482,,Pakistan,Khyber Pakhtunkhwa
"Department of Otolaryngology, Head and Neck Surgery, Affiliated Eye, Ear, Nose and Throat Hospital, Fudan University, Shanghai, China",https://ror.org/056zz0q95,,United States,Virginia
"Scientific and Technical Research Center on Arid Regions (CRSTRA), Biskra 07000, Algeria",https://ror.org/01hwc7828,,Tunisia,Medenine Governorate
"Department of Emergency Medicine, China-Japan Union Hospital of Jilin University, Changchun 130033, China",https://ror.org/035cyhw15,,China,Jilin
"Department of Radiation Oncology, University of North Carolina, Chapel Hill, NC 27599, USA",https://ror.org/0130frc33,,United States,North Carolina
"Directorate of Intellectual Property Management, Deputy for Research Facilitation and Innovation, The National Research and Innovation Agency (BRIN), Jakarta, Indonesia",https://ror.org/02hmjzt55,,Indonesia,Jakarta
"Department of Pathology, Department of Surgery, Department of Oncology, University of Western Ontario, Lawson Health Research Institute, London, Canada",https://ror.org/02nys7898,,South Africa,Western Cape
"Department of Gastrointestinal Surgery, Lihuili Hospital, Ningbo Medical Center, Ningbo, Zhejiang, China",https://ror.org/030zcqn97,,China,Zhejiang
"Department of Colorectal and Anal Surgery, China-Japan Union Hospital of Jilin University, No. 126, Xiantai Street, Changchun, Jilin Province 130033, China",https://ror.org/05782e512,,China,Jilin
"Thomas C Chalmers Center for Systematic Reviews, Children's Hospital of Eastern Ontario Research Institute, Ottawa, Canada",https://ror.org/05nsbhw27,,Canada,Ontario
Cultivation base of State Key Laboratory of Stem Cell and Biomaterials built together by Ministry of Science and Technology and Jiangsu Province,https://ror.org/00eeef580,,China,Beijing
"Housing and Urban Development Research Center, Tehran, Iran",https://ror.org/05yawba35,,Mexico,Mexico City
"College of Management, Shijiazhuang Tiedao University, Shijiazhuang 050043, Hebei, China",https://ror.org/022e9e065,,China,Hebei
"Dean's Office, Hangzhou Vocational and Technical College, Hangzhou Zhejiang 310018, China",https://ror.org/03jjm4b17,,China,Zhejiang
"Health Examination Center of Changyi City People's Hospital, Changyi, Shandong Province,261300, China",https://ror.org/03jjt8440,,China,Shandong
"Palli Charcha Kendra, Visva Bharati University, Santiniketan, West Bengal, India",https://ror.org/02y28sc20,,India,West Bengal
"The Fourth Clinical Medical College of Nanjing Medical University, Nanjing, Jiangsu, China",https://ror.org/059gcgy73,,China,Jiangsu
"Yunnan University of Finance and Economics, Kunming 650221, China",https://ror.org/04rhev598,,China,Yunnan
"2 Department of Electronic and Automation, Vocational School, Mus Alparslan University , 49100, Mus, Turkey",https://ror.org/009axq942,,Türkiye,Muş
"Department of Electronics and Electrical Engineering, National Institute of Technology, Mangaluru, Karnataka, India",https://ror.org/01hz4v948,,India,Karnataka
"Huawei Technologies Co.,Ltd., Nanjing 210012, China",https://ror.org/00cmhce21,,China,Guangdong
"Institute of Dermatology and Department of Dermatology, The First Affiliated Hospital, Anhui Medical University, No. 81 Meishan Road, Hefei, Anhui 230032, China",https://ror.org/03t1yn780,,China,Anhui
"Eastern Hubei Medical Group City Maternal and Child Health Hospital Ophthalmology, 9 Guilin South Road, Xialu District, Huangshi City, Hubei Province 435000, China",https://ror.org/03323pz98,,China,Hubei
"Faculty of Science,Department of Endocrinology and Metabolism,Utrecht University,Utrecht,The Netherlands",https://ror.org/04pp8hn57,,The Netherlands,Utrecht
"School of Sociology, Huazhong University of Science and Technology, Wuhan, China",https://ror.org/00p991c53,,China,Hubei
"Department of Environmental Science, Qingdao Technological University, 266033, China",https://ror.org/01qzc0f54,,China,Shandong
"Center for Network and Technology Education, Ping Xiang University, Ping Xiang 337055, China",https://ror.org/004yv2z91,,China,Guangdong
"Department of Civil Engineering, Southeast University, Nanjing 211189, Jiangsu, China",https://ror.org/02n2tgg58,,China,Jiangsu
"Students, Department of Mechanical Engineering, Sri Krishna College of Technology, Coimbatore-641 042, India",https://ror.org/02f1z8215,,India,Tamil Nadu
"Assistant Professor, Anna University, Chennai, 600025, India",https://ror.org/01qhf1r47,,India,Tamil Nadu
"College of Arts and Information Engineering, Dalian Polytechnic University, Dalian 116400, Liaoning, China",https://ror.org/00c7x4a95,,China,Liaoning
"Department of Anesthesiology and Critical Care Medicine, Postgraduate Medical School, Czerniakowska 231, 00 416 Warsaw, Poland",https://ror.org/0345bxe71,,United States,Illinois
"Obstetrics and Gynaecology, Henan Provincial People's Hospital, Zhengzhou 450003, Zhengzhou, China",https://ror.org/04tgrpw60,,China,Henan
"Department of Prosthodontics, Qingdao Campus of Qilu Hospital of Shandong University, Shibei District, No. 758 Hefei Road, Qingdao 266000, Shandong, China",https://ror.org/056ef9489,,China,Shandong
"Faculty of Mechanical Engineering, Energy Division, K. N. Toosi University of Technology, Tehran, Iran",https://ror.org/054eytx62,,Serbia,Central Serbia
"School of Civil Engineering, Guangzhou University, Guangzhou 510006, China",https://ror.org/05ar8rn06,,China,Guangdong
"Business School, Suqian University, Suqian 223800, China",https://ror.org/00f93gn72,,China,Jiangsu
"Servicio de Medicina Interna, Unidad de Enfermedades Infecciosas, Hospital Universitario Puerta del Mar, Cádiz, Spain Aparato Digestivo, Hospital Universitario Puerta del Mar, Cádiz, Spain Microbiología, Hospital Universitario Puerta del Mar, Cádiz, Spain",https://ror.org/040xzg562,,Spain,Andalusia
"Department of Biomedical Engineering, Rathinam Technical Campus, Coimbatore-641021, India",https://ror.org/057qyqy03,,India,Tamil Nadu
"Teacher’s College, Xi’an University, Xi’an, Shaanxi 710065, China",https://ror.org/01zzmf129,,China,Shaanxi
"Plant Production Department (Horticulture - Medicinal and Aromatic Plants), Faculty of Agriculture (Saba Basha), Alexandria University, Alexandria, Egypt",https://ror.org/00mzz1w90,,Egypt,Alexandria
"Shanxi University, Taiyuan, China",https://ror.org/021b6hf74,,China,Shanxi
"Internal Medicine, Mayo Hospital, Karachi, PAK",https://ror.org/011r34n61,,India,Maharashtra
"Graduate University of Chinese Academy of Sciences, Beijing, P. R. China",https://ror.org/042pgcv68,,China,Beijing
"College of Pharmacy, Natural Products Research Institute, Seoul National University, Seoul 151-742, Republic of Korea",https://ror.org/05en5nh73,,South Korea,Seoul
"Faculty of Medicine, Health and Life Sciences, Queen's University Belfast, Antrim, Ireland",https://ror.org/00hswnk62,,United Kingdom,Northern Ireland
"Department of Endocrinology, Linyi People’s Hospital, Shandong, China",https://ror.org/011r8ce56,,China,Shandong
"CRRC Tangshan Co., Ltd, Tangshan, 063000 Hebei, China",https://ror.org/00rfn0469,,China,Hebei
"E-Circulation Research Center, Shanghai Business School",https://ror.org/05kf5z787,,China,Shanghai
"Liver Cancer Laboratory, Department of Surgery, Xiangya Hospital, Central South University, Changsha, 410008, Hunan, China",https://ror.org/05c1yfj14,,China,Hunan
"Department of Cell Biology, Duke University Medical Center, Durham, NC",https://ror.org/03njmea73,,United States,North Carolina
"Department of Gastroenterology, The First Affiliated Hospital, Sun Yat-sen University of Medical Sciences, Guangzhou 510080, China",https://ror.org/037p24858,,China,Guangdong
"Department of Obstetrics and Gynecology, ChangShu No. 2 People’s Hospital, Changshu, Jiangsu 215500, People’s Republic of China",https://ror.org/029ys9z53,,China,Jiangsu
"Graduate Institute of Chinese Medical Science, China Medical University, Taichung 40402, Taiwan",https://ror.org/042pgcv68,,China,Beijing
"NingBo Dahongying University, Ningbo, China",https://ror.org/0085x3f43,,China,Zhejiang
"Department of Protozoology, Nagasaki University, Nagasaki",https://ror.org/058h74p94,,Japan,Nagasaki
"Larsen and Toubro Department of Ocular Pathology, Vision Research Foundation, Sankara Nethralaya, Chennai, India",https://ror.org/01v4kb744,,India,Maharashtra
"Department of orthopaedics, Cangzhou Central Hospital, Xinhua Road, Cangzhou, Hebei Province, China",https://ror.org/016m2r485,,China,Hebei
"CSIR-National Environmental Engineering Research Institute (CSIR-NEERI), Solid and Hazardous Waste Management Division, Nagpur 440 020, Maharashtra, India",https://ror.org/021wm7p51,,India,Delhi
"Department of Earth Science, Chengdu University of Technology, Chengdu, China",https://ror.org/05pejbw21,,China,Sichuan
"Department of Dentistry and Oral-Maxillofacial Surgery, Chikaishi Hospital",https://ror.org/05kyj3g94,,United States,Illinois
"Translational Science on Brain Disorders, Department of Health and Behavior, Catholic University of Pelotas, Pelotas, Rio Grande do Sul, Brazil",https://ror.org/0376myh60,,Brazil,Rio Grande do Sul
"Computer Science and Technology, Xidian University, Xi’an 123456, China",https://ror.org/04ceqst84,,China,Shaanxi
"Department of Operating Room, The Seventh People's Hospital of Weifang City, Weifang, Shandong 261041, P.R. China",https://ror.org/01xd2tj29,,China,Shandong
"Department of Linguistics, KU Leuven, Leuven, Belgium",https://ror.org/05f950310,,Belgium,Flanders
"Department of Atmospheric and Oceanic Science, University of Maryland, College Park, Maryland, USA Air Resources Laboratory, National Oceanic and Atmospheric Administration, College Park, Maryland, USA Department of Chemical and Biomolecular Engineering, University of Maryland, College Park, Maryland, USA Department of Chemistry and Biochemistry, University of Maryland, College Park, Maryland, USA",https://ror.org/047s2c258,,United States,Maryland
"Hospital of Lienz, Department of Medicine, Lienz, Austria",https://ror.org/00ntrnw83,,Vietnam,Hanoi
"Global Vaccines, Inc., Research Triangle Park, NC 27709",https://ror.org/03eqttr49,,United States,North Carolina
"Medical Examination Center, The Second Hospital of Hebei Medical University, Shijiazhuang 050051, P.R. China",https://ror.org/015ycqv20,,China,Hebei
"Department of Agricultural Economics and Economics, Montana State University, Bozeman",https://ror.org/014hxxb31,,Russia,Oryol oblast
"Division of Child Health and Welfare, Faculty of Medicine, University of the Ryukyu, Japan",https://ror.org/044ed7z69,,Zimbabwe,Harare
"Institute of Health Services Research, University of Exeter Medical School, Exeter, UK",https://ror.org/03yghzc09,,United Kingdom,England
